Sukunimi;Yhteensä;;;
Kaskinen;722;;;
Vehmas;721;;;
Peippo;720;;;
Rasi;720;;;
Eerikäinen;717;;;
Koivistoinen;717;;;
Muukkonen;717;;;
Österman;717;;;
Kiviharju;715;;;
Leminen;715;;;
Jormanainen;714;;;
Valta;714;;;
Långström;713;;;
Pajala;713;;;
Niittymäki;712;;;
Engblom;711;;;
Koskimäki;711;;;
Kuutti;711;;;
Malmström;711;;;
Issakainen;709;;;
Piiparinen;708;;;
Korte;707;;;
Mantila;706;;;
Paju;706;;;
Saarikko;706;;;
Raita;705;;;
Hautaniemi;704;;;
Sipiläinen;704;;;
Willman;704;;;
Lumme;702;;;
Vilenius;701;;;
Kupari;700;;;
Kuula;700;;;
Lipsanen;699;;;
Grönfors;698;;;
Levänen;698;;;
Hyrkäs;697;;;
Törrönen;697;;;
Takanen;696;;;
Kylliäinen;695;;;
Pihlajaniemi;695;;;
Forsblom;693;;;
Litmanen;693;;;
Löppönen;693;;;
Teräväinen;693;;;
Laurén;692;;;
Sundman;692;;;
Kymäläinen;690;;;
Sihvola;690;;;
Vilkman;689;;;
Luotonen;688;;;
Poikolainen;687;;;
Rämä;686;;;
Talja;686;;;
Tiittanen;686;;;
Luttinen;685;;;
Roth;685;;;
Valkeapää;685;;;
Vuoristo;685;;;
Kilponen;684;;;
Viinamäki;684;;;
Asp;683;;;
Ikola;683;;;
Korva;683;;;
Sopanen;683;;;
Boström;682;;;
Haaranen;681;;;
Konttila;681;;;
Falck;680;;;
Tainio;680;;;
Multanen;679;;;
Pääkkö;679;;;
Saarimaa;679;;;
Sepponen;679;;;
Puisto;678;;;
Tammelin;678;;;
Smolander;677;;;
Turkia;676;;;
Englund;675;;;
Nupponen;673;;;
Turkki;673;;;
Metsola;670;;;
Borg;669;;;
Hagström;669;;;
Hartikka;669;;;
Hautanen;669;;;
Nylander;669;;;
Lajunen;666;;;
Mustajärvi;666;;;
Santanen;666;;;
Joki;665;;;
Jokiniemi;665;;;
Puro;665;;;
Elonen;663;;;
Lehtiniemi;662;;;
Nurkkala;662;;;
Juola;661;;;
Gröndahl;660;;;
Jeskanen;660;;;
Karonen;660;;;
Kuha;660;;;
Lundell;660;;;
Abdi;659;;;
Björn;659;;;
Pelttari;659;;;
Posti;659;;;
Sihvo;658;;;
Uski;658;;;
Mankinen;657;;;
Sjölund;657;;;
Kolu;656;;;
Sandelin;656;;;
Tuuri;656;;;
Paakkunainen;655;;;
Tonteri;655;;;
Pesu;654;;;
Tirronen;652;;;
Weckman;652;;;
Hannuksela;651;;;
Häyrynen;651;;;
Muurinen;651;;;
Harinen;650;;;
Skog;650;;;
Tyrväinen;650;;;
Väre;650;;;
Alastalo;649;;;
Martiskainen;649;;;
Töyrylä;649;;;
Mikkilä;648;;;
Koivusalo;647;;;
Tiensuu;647;;;
Viitaniemi;647;;;
Koli;645;;;
Sääskilahti;645;;;
Alén;644;;;
Mannonen;644;;;
Leppäniemi;643;;;
Hussein;642;;;
Hyväri;642;;;
Paukkunen;642;;;
Suutarinen;641;;;
Keinonen;640;;;
Nygren;640;;;
Roiha;638;;;
Uusimäki;638;;;
Rönnberg;637;;;
Summanen;637;;;
Taponen;637;;;
Pylvänäinen;636;;;
Suihkonen;636;;;
Vuolle;636;;;
Kattelus;635;;;
Virtala;635;;;
Inkeroinen;634;;;
Kiiveri;634;;;
Jalo;633;;;
Ritola;633;;;
Suoranta;632;;;
Häggman;631;;;
Mansikkamäki;631;;;
Raitio;631;;;
Hoikkala;629;;;
Kero;629;;;
Syvänen;629;;;
Tuokko;629;;;
Virkkala;629;;;
Kanninen;628;;;
Larsson;628;;;
Sassi;628;;;
Wikman;628;;;
Mynttinen;627;;;
Jaskari;626;;;
Kilpi;626;;;
Tommila;626;;;
Huhtinen;625;;;
Kohvakka;625;;;
Uotinen;625;;;
Viitamäki;625;;;
Wiklund;625;;;
Harjunpää;623;;;
Heinola;623;;;
Hotti;623;;;
Liukko;623;;;
Koho;622;;;
Rummukainen;622;;;
Piispa;621;;;
Karhumaa;620;;;
Luukkainen;620;;;
Oikari;620;;;
Paunonen;620;;;
Marjanen;619;;;
Mikola;619;;;
Vitikainen;619;;;
Broman;618;;;
Vanninen;618;;;
Rokka;617;;;
Ingman;616;;;
Katila;615;;;
Väistö;615;;;
Friberg;614;;;
Häkli;614;;;
Kuosa;614;;;
Söderman;614;;;
Viertola;614;;;
Hukka;613;;;
Niemeläinen;613;;;
Pitkälä;613;;;
Pätsi;613;;;
Tuovila;613;;;
Hirvi;611;;;
Kivilahti;611;;;
Mulari;611;;;
Puputti;611;;;
Javanainen;610;;;
Pukkila;610;;;
Vasara;610;;;
Vähämäki;610;;;
Matero;609;;;
Roponen;608;;;
Ståhl;608;;;
Köykkä;607;;;
Leppä;607;;;
Nikkola;607;;;
Pärnänen;607;;;
Blomster;606;;;
Lehtoranta;606;;;
Vähätalo;606;;;
Hannonen;605;;;
Heininen;605;;;
Hulkko;605;;;
Sulonen;605;;;
Välikangas;605;;;
Mänttäri;604;;;
Vähäkuopus;604;;;
Lindblad;602;;;
Westman;602;;;
Mölsä;600;;;
Ritvanen;600;;;
Silventoinen;600;;;
Hellgren;599;;;
Ikäheimo;599;;;
Myllys;599;;;
Vertanen;599;;;
Natunen;598;;;
West;598;;;
Lundqvist;597;;;
Björkqvist;596;;;
Teppo;596;;;
Pihlajamaa;595;;;
Toppinen;595;;;
Villanen;595;;;
Leikas;594;;;
Saarijärvi;594;;;
Skyttä;594;;;
Enberg;592;;;
Halminen;592;;;
Hietaniemi;592;;;
Perämäki;591;;;
Kaivola;590;;;
Kontinen;590;;;
Perttunen;590;;;
Simpanen;589;;;
Saranpää;588;;;
Stenius;588;;;
Bollström;587;;;
Keronen;587;;;
Tilli;587;;;
Torikka;587;;;
Torkkeli;587;;;
Akkanen;586;;;
Mutikainen;586;;;
Erola;585;;;
Haapasaari;585;;;
Isokangas;585;;;
Karsikas;585;;;
Malkki;585;;;
Nikulainen;585;;;
Sundholm;585;;;
Tapanainen;585;;;
Hemminki;584;;;
Mansikka;584;;;
Kleemola;583;;;
Lamminmäki;582;;;
Ahopelto;581;;;
Hanhela;581;;;
Kaakinen;581;;;
Tuomala;581;;;
Honkaniemi;580;;;
Kontturi;580;;;
Nissi;580;;;
Onnela;579;;;
Tiusanen;579;;;
Majava;578;;;
Riihelä;578;;;
Hyyppä;577;;;
Ilves;577;;;
Lantto;577;;;
Ruottinen;577;;;
Korpelainen;576;;;
Lindh;576;;;
Paalanen;576;;;
Pirilä;576;;;
Posio;576;;;
Rautakoski;576;;;
Tuunainen;576;;;
Kokki;575;;;
Kähärä;575;;;
Paakki;575;;;
Ruoho;575;;;
Simula;575;;;
Kerttula;574;;;
Latva;574;;;
Sund;574;;;
Väliaho;574;;;
Honka;572;;;
Hännikäinen;572;;;
Niininen;572;;;
Törnqvist;572;;;
Hemmilä;570;;;
Hyry;570;;;
Kanto;570;;;
Heinilä;569;;;
Joronen;569;;;
Kronqvist;569;;;
Nyrhinen;569;;;
Kakkonen;568;;;
Ståhlberg;568;;;
Ilmonen;567;;;
Päkkilä;567;;;
Sipponen;566;;;
Huttu;565;;;
Ilonen;565;;;
Tornberg;565;;;
Juusola;564;;;
Rantonen;564;;;
Behm;563;;;
Finne;563;;;
Sandvik;563;;;
Takkunen;563;;;
Innanen;562;;;
Mäntyniemi;562;;;
Pudas;562;;;
Blomerus;561;;;
Haukka;561;;;
Lavikainen;561;;;
Tapola;561;;;
Kanervo;560;;;
Kukko;560;;;
Sjöström;560;;;
Stolt;560;;;
Hentilä;559;;;
Impola;559;;;
Maaranen;558;;;
Mettälä;558;;;
Hyytinen;557;;;
Mattinen;557;;;
Sonninen;557;;;
Ojaniemi;556;;;
Roivas;556;;;
Hentunen;555;;;
Saksa;555;;;
Hiltula;554;;;
Lehtovaara;554;;;
Palmroth;554;;;
Saarni;554;;;
Kautonen;553;;;
Murtomäki;553;;;
Suoniemi;553;;;
Petäjä;552;;;
Hirsimäki;550;;;
Lonka;550;;;
Tallgren;550;;;
Kunttu;549;;;
Oittinen;549;;;
Puumala;549;;;
Viitasaari;549;;;
Isoniemi;548;;;
Kahila;548;;;
Karppi;548;;;
Leiviskä;548;;;
Tokola;548;;;
Husso;547;;;
Åström;547;;;
Humalajoki;546;;;
Lauri;546;;;
Leppämäki;546;;;
Paronen;546;;;
Kylmänen;545;;;
Noponen;544;;;
Paakkari;544;;;
Piitulainen;544;;;
Sirkka;544;;;
Kareinen;543;;;
Pirskanen;543;;;
Le;542;;;
Lehtiö;542;;;
Mourujärvi;542;;;
Naskali;542;;;
Ruponen;542;;;
Halmetoja;541;;;
Hanski;541;;;
Rentola;540;;;
Sorvali;540;;;
Karhapää;539;;;
Strandberg;539;;;
Vähäsöyrinki;539;;;
Lehtilä;538;;;
Rimpiläinen;538;;;
Ulmanen;538;;;
Winter;538;;;
Rapo;537;;;
Sintonen;537;;;
Sjögren;537;;;
Heiska;536;;;
Hellberg;536;;;
Häkkilä;536;;;
Kaleva;536;;;
Tanttu;535;;;
Huuhka;534;;;
Jokiranta;534;;;
Liedes;534;;;
Pakanen;534;;;
Paukku;534;;;
Mylläri;533;;;
Olsson;533;;;
Peiponen;533;;;
Hatakka;532;;;
Pahkala;532;;;
Ahtola;531;;;
Romo;531;;;
Kamula;530;;;
Granroth;529;;;
Sten;529;;;
Tulonen;529;;;
Hautakangas;528;;;
Hekkala;528;;;
Kaila;528;;;
Alanne;527;;;
Alenius;527;;;
Grankulla;527;;;
Puikkonen;527;;;
Selenius;527;;;
Isopahkala;526;;;
Kiviaho;526;;;
Palojärvi;526;;;
Peltokorpi;526;;;
Metsäranta;525;;;
Mård;525;;;
Törmälä;525;;;
Vettenranta;525;;;
Wickström;525;;;
Juselius;524;;;
Lukkarila;524;;;
Viik;524;;;
Hannila;523;;;
Mörsky;523;;;
Soukka;523;;;
Alander;522;;;
Lehmus;522;;;
Patrikainen;522;;;
Rehn;522;;;
Välitalo;522;;;
Heikkala;521;;;
Lönnberg;521;;;
Mäkiranta;521;;;
Palmroos;521;;;
Malkamäki;519;;;
Rönn;519;;;
Siivola;519;;;
Alm;518;;;
Pirnes;518;;;
Sandholm;518;;;
Vilen;518;;;
Ibrahim;517;;;
Ojalehto;517;;;
Pekkinen;517;;;
Pölkki;517;;;
Sahlberg;517;;;
Nuotio;516;;;
Siirilä;516;;;
Hoffren;515;;;
Laari;515;;;
Niinikoski;515;;;
Åman;515;;;
Koivikko;514;;;
Pöysti;514;;;
Hagelberg;513;;;
Perkkiö;513;;;
Svahn;513;;;
Hiljanen;512;;;
Silvola;512;;;
Terävä;512;;;
Linden;511;;;
Saaranen;511;;;
Säteri;511;;;
Hjelt;510;;;
Körkkö;510;;;
Lamminpää;510;;;
Lemmetty;510;;;
Kokkola;508;;;
Niska;508;;;
Vierikko;508;;;
Sinkko;507;;;
Grundström;506;;;
Maukonen;506;;;
Vallius;506;;;
Vuorisalo;506;;;
Carlsson;505;;;
Laurell;505;;;
Lyyra;505;;;
Keisala;504;;;
Niemenmaa;504;;;
Strand;504;;;
Kivijärvi;503;;;
Koukkari;503;;;
Kullberg;503;;;
Kytömäki;503;;;
Raudaskoski;503;;;
Somero;503;;;
Örn;503;;;
Iivanainen;502;;;
Kalliola;502;;;
Pyy;502;;;
Sarin;502;;;
Lohilahti;500;;;
Mänty;500;;;
Hurri;499;;;
Pajarinen;499;;;
Singh;499;;;
Arvonen;498;;;
Heikka;498;;;
Maunu;498;;;
Valkeinen;498;;;
Bruun;497;;;
Lesonen;497;;;
Ikäheimonen;496;;;
Jarva;496;;;
Lindroth;496;;;
Murtonen;496;;;
Arminen;495;;;
Havia;495;;;
Soronen;495;;;
Viitasalo;495;;;
Vilhunen;495;;;
Janhonen;494;;;
Kontiainen;494;;;
Kuru;494;;;
Lindvall;494;;;
Palin;494;;;
Rönnqvist;494;;;
Hörkkö;493;;;
Isokääntä;493;;;
Junno;493;;;
Louhelainen;493;;;
Österholm;493;;;
Auranen;492;;;
Hilden;492;;;
Khan;492;;;
Kotila;492;;;
Meronen;492;;;
Savinainen;492;;;
Stenvall;492;;;
Aromaa;491;;;
Granberg;491;;;
Kuukka;491;;;
Lavonen;491;;;
Lundgren;491;;;
Piira;491;;;
Puskala;491;;;
Rikkonen;491;;;
Saarimäki;491;;;
Wahlroos;491;;;
Ranki;490;;;
Siitari;490;;;
Harjunen;488;;;
Kurppa;488;;;
Pykäläinen;488;;;
Ahlberg;487;;;
Krook;487;;;
Savikko;487;;;
Forssell;486;;;
Klasila;486;;;
Rintanen;486;;;
Jakonen;485;;;
Kurttila;485;;;
Lahikainen;485;;;
Matikka;485;;;
Salakka;485;;;
Huikuri;484;;;
Valve;484;;;
Hannus;483;;;
Savonen;483;;;
Aura;482;;;
Henttinen;482;;;
Kallonen;482;;;
Pirttimäki;482;;;
Tolppanen;481;;;
Lehtovirta;480;;;
Haglund;478;;;
Mäkäräinen;478;;;
Raassina;478;;;
Venho;478;;;
Juslin;477;;;
Kotajärvi;477;;;
Kyrö;477;;;
Paakkinen;477;;;
Westerberg;477;;;
Lätti;476;;;
Oikarainen;476;;;
Pulkkanen;476;;;
Rahko;476;;;
Arffman;475;;;
Haapa-aho;475;;;
Ihamäki;475;;;
Mannermaa;475;;;
Koskiniemi;474;;;
Silvonen;474;;;
Airola;473;;;
Fors;473;;;
Isola;473;;;
Nevanperä;473;;;
Susi;473;;;
Haapsaari;472;;;
Kaksonen;472;;;
Kylmälä;472;;;
Masalin;472;;;
Iltanen;471;;;
Orpana;471;;;
Tukia;471;;;
Hytti;470;;;
Koivusaari;470;;;
Kellokoski;469;;;
Löytynoja;469;;;
Kouhia;468;;;
Lehtikangas;468;;;
Löfgren;468;;;
Salenius;468;;;
Valonen;468;;;
Veteläinen;468;;;
Järviö;467;;;
Lappeteläinen;467;;;
Turja;467;;;
Komu;466;;;
Siirtola;466;;;
Kiviluoma;465;;;
Marjamaa;465;;;
Ranne;465;;;
Sieppi;465;;;
Sohlman;465;;;
Lundén;464;;;
Taipalus;464;;;
Ainasoja;463;;;
Mahlamäki;463;;;
Wessman;463;;;
Myllymaa;462;;;
Veijola;462;;;
Haaparanta;461;;;
Levo;461;;;
Pelli;461;;;
Ahti;460;;;
Hilli;460;;;
Kokkinen;460;;;
Kuismin;460;;;
Syri;460;;;
Hietalahti;459;;;
Polvinen;459;;;
Siipola;459;;;
Vepsä;459;;;
Kaunismäki;458;;;
Petäjäjärvi;458;;;
Purmonen;458;;;
Rauma;458;;;
Tepponen;458;;;
Ignatius;457;;;
Isokoski;457;;;
Kohtala;457;;;
Nikunen;457;;;
Uosukainen;457;;;
Hoffrén;456;;;
Kajava;456;;;
Kerola;456;;;
Lainio;456;;;
Tuikka;456;;;
Viinanen;456;;;
Yrjänä;456;;;
Ahlskog;455;;;
Starck;455;;;
Hätönen;454;;;
Kuukasjärvi;454;;;
Lahtonen;454;;;
Lehtelä;454;;;
Ruuth;454;;;
Suikki;454;;;
Mujunen;453;;;
Danielsson;452;;;
Miinalainen;452;;;
Möller;452;;;
Udd;452;;;
Liski;451;;;
Nordling;451;;;
Ritala;451;;;
Väkeväinen;451;;;
Aitto-oja;450;;;
Björkskog;450;;;
Kiiskilä;450;;;
Ruokamo;450;;;
Castrén;449;;;
Holmqvist;449;;;
Pham;449;;;
Pohja;449;;;
Slotte;449;;;
Temonen;449;;;
Olander;448;;;
Hannukainen;447;;;
Lönnroth;447;;;
Honkasalo;446;;;
Vuokila;446;;;
Vallin;445;;;
Vastamäki;445;;;
Kirjonen;444;;;
Lamminaho;444;;;
Mustalahti;444;;;
Sorvisto;444;;;
Vesanto;444;;;
Hasu;443;;;
Hägg;443;;;
Karjula;443;;;
Mettovaara;443;;;
Mohamud;443;;;
Piri;443;;;
Meskanen;442;;;
Reini;442;;;
Haimi;441;;;
Jämsén;441;;;
Kallionpää;440;;;
Kotamäki;440;;;
Ruohola;440;;;
Tienhaara;440;;;
Siiskonen;439;;;
Simolin;439;;;
Tallberg;439;;;
Juusela;438;;;
Koskimies;438;;;
Mäensivu;438;;;
Raittila;438;;;
Vuoti;438;;;
Kaarlela;437;;;
Sahlman;437;;;
Salokangas;437;;;
Siljander;437;;;
Sjöman;437;;;
Winberg;437;;;
Kultanen;436;;;
Haikola;435;;;
Jukarainen;435;;;
Kahelin;435;;;
Osman;435;;;
Palander;435;;;
Kammonen;434;;;
Omar;434;;;
Peurala;434;;;
Kariniemi;433;;;
Lukka;433;;;
Enlund;432;;;
Göös;432;;;
Heinämäki;432;;;
Kelloniemi;432;;;
Lakso;432;;;
Tihinen;432;;;
Tyynelä;432;;;
Jurmu;431;;;
Laulainen;431;;;
Luhtanen;431;;;
Tapper;431;;;
Heiskari;430;;;
Hyytiä;430;;;
Jumppanen;430;;;
Kivekäs;430;;;
Pokela;430;;;
Saavalainen;430;;;
Schwartz;430;;;
Sundelin;429;;;
Volanen;429;;;
Hietakangas;428;;;
Hotakainen;428;;;
Jokisalo;428;;;
Kiili;428;;;
Kortesalmi;428;;;
Kämppi;428;;;
Tyyskä;428;;;
Leponiemi;427;;;
Rytilahti;427;;;
Vimpari;427;;;
Järvelin;426;;;
Panula;426;;;
Sokka;426;;;
Tammilehto;426;;;
Haikarainen;425;;;
Kalenius;425;;;
Kokkoniemi;425;;;
Liljeström;425;;;
Miikkulainen;425;;;
Raittinen;425;;;
Vaahtera;425;;;
Ikäläinen;424;;;
Rantasalo;424;;;
Smith;424;;;
Malila;423;;;
Wilén;423;;;
Juhala;422;;;
Juujärvi;422;;;
Sikanen;422;;;
Ålander;422;;;
Airas;421;;;
Jama;421;;;
Perätalo;421;;;
Relander;420;;;
Ruohomäki;420;;;
Tuominiemi;420;;;
Virkkula;420;;;
Väinölä;420;;;
Silén;419;;;
Jokiaho;418;;;
Kestilä;418;;;
Ritari;418;;;
Helén;417;;;
Kiukas;417;;;
Sirola;417;;;
Halkola;416;;;
Iivari;416;;;
Stenfors;416;;;
Korteniemi;415;;;
Lautala;415;;;
Tanhuanpää;415;;;
Varila;415;;;
Vidgren;415;;;
Löfman;414;;;
Vilander;414;;;
Hammar;413;;;
Marjakangas;413;;;
Ahlström;412;;;
Luoma-aho;411;;;
Törnroos;411;;;
Jolkkonen;410;;;
Koivumaa;410;;;
Kosola;410;;;
Leppäkoski;410;;;
Palmgren;410;;;
Ratinen;410;;;
Väkiparta;410;;;
Dufva;409;;;
Grahn;409;;;
Hautakoski;409;;;
Kykkänen;409;;;
Pihlava;409;;;
Pitkäranta;409;;;
Teräs;409;;;
Wahlberg;409;;;
Hartman;408;;;
Mäyrä;408;;;
Silfver;408;;;
Tallqvist;408;;;
Toivio;408;;;
Villman;408;;;
Engman;407;;;
Karinen;407;;;
Kittilä;407;;;
Saine;407;;;
Hägglund;406;;;
Joutsen;406;;;
Kuismanen;406;;;
Kytö;406;;;
Lehtisalo;406;;;
Lindman;406;;;
Pasma;406;;;
Rasimus;406;;;
Sinervo;406;;;
Sulin;406;;;
Vilkki;406;;;
Kuhmonen;405;;;
Packalén;405;;;
Saha;405;;;
Sivén;405;;;
Skogberg;405;;;
Alakoski;404;;;
Pallari;404;;;
Lammela;403;;;
Majaniemi;403;;;
Tahkola;403;;;
Moberg;402;;;
Mutka;402;;;
Sutela;402;;;
Teikari;402;;;
Haapoja;401;;;
Astikainen;400;;;
Kuivanen;400;;;
Kumpumäki;400;;;
Kattilakoski;399;;;
Mursu;399;;;
Rusi;399;;;
Åkerman;399;;;
Holmi;398;;;
Talonen;398;;;
Willberg;398;;;
Jänkälä;397;;;
Laihonen;397;;;
Luiro;397;;;
Mertala;397;;;
Vänttilä;397;;;
Fält;396;;;
Harmaala;396;;;
Kenttälä;396;;;
Stenholm;396;;;
Grönstrand;395;;;
Holmlund;395;;;
Koiranen;395;;;
Pirkola;395;;;
Vähä;395;;;
Iivarinen;394;;;
Pinola;394;;;
Kangasmäki;393;;;
Raiskio;393;;;
Timlin;393;;;
Orre;392;;;
Pietarila;392;;;
Somppi;392;;;
Brander;391;;;
Flinkman;391;;;
Huupponen;391;;;
Jurvelin;391;;;
Kotanen;391;;;
Liikkanen;391;;;
Vakkuri;391;;;
Vattulainen;391;;;
Autere;390;;;
Hätinen;390;;;
Jämsen;390;;;
Kaarre;390;;;
Svärd;390;;;
Collin;389;;;
Haajanen;389;;;
Halmela;389;;;
Hintsanen;389;;;
Luukko;389;;;
Närvänen;389;;;
Raninen;389;;;
Enroth;388;;;
Inkilä;388;;;
Söderberg;388;;;
Kaipiainen;387;;;
Kuorikoski;387;;;
Pettinen;387;;;
Suontausta;387;;;
Timperi;387;;;
Alaluusua;386;;;
Ilkka;386;;;
Jortikka;386;;;
Kreivi;386;;;
Lustig;386;;;
Mällinen;386;;;
Puurtinen;386;;;
Stark;386;;;
Muranen;385;;;
Ravantti;385;;;
Vaattovaara;385;;;
Äijö;385;;;
Hovila;384;;;
Impiö;384;;;
Kääriä;384;;;
Sistonen;384;;;
Sorvoja;384;;;
Verho;384;;;
Welling;384;;;
Bergholm;383;;;
Hihnala;383;;;
Lantta;383;;;
Ursin;383;;;
Dahlberg;382;;;
Haikara;382;;;
Kivikoski;382;;;
Kousa;382;;;
Lehmonen;382;;;
Sarén;382;;;
Hannikainen;381;;;
Hansson;381;;;
Pessi;381;;;
Saloniemi;381;;;
Vuorenpää;381;;;
Vähämaa;381;;;
Glad;380;;;
Koskimaa;380;;;
Limnell;380;;;
Partinen;380;;;
Rasmus;380;;;
Laakko;379;;;
Lehtosaari;379;;;
Meriluoto;379;;;
Palenius;379;;;
Palovaara;379;;;
Välilä;379;;;
Kuokka;378;;;
Luokkala;378;;;
Pirttijärvi;378;;;
Jormakka;377;;;
Koivuluoma;377;;;
Korjus;377;;;
Puolitaival;377;;;
Sarja;377;;;
Tourunen;377;;;
Moisanen;376;;;
Ratia;376;;;
Sariola;375;;;
Toppari;375;;;
Hernesniemi;374;;;
Hietaharju;374;;;
Korolainen;374;;;
Laukkarinen;374;;;
Ruonala;373;;;
Raussi;372;;;
Winqvist;372;;;
Alakärppä;371;;;
Alamäki;371;;;
Kylänpää;371;;;
Myllyoja;371;;;
Vähäsarja;371;;;
Veikkola;370;;;
Veikkolainen;370;;;
Kaukinen;369;;;
Käppi;369;;;
Lemmetyinen;369;;;
Pohjanen;369;;;
Rahunen;369;;;
Syrjäläinen;369;;;
Toivainen;369;;;
Urpilainen;369;;;
Vitikka;369;;;
Hirvikoski;368;;;
Koskenniemi;368;;;
Oravainen;368;;;
Peteri;368;;;
Risku;368;;;
Asunmaa;367;;;
Kouvalainen;367;;;
Lyly;367;;;
Mero;367;;;
Olkinuora;367;;;
Pousi;367;;;
Säilä;367;;;
Torppa;367;;;
Vehmanen;367;;;
Wilenius;367;;;
Kyröläinen;366;;;
Lattu;366;;;
Svensson;366;;;
Tiikkainen;366;;;
Tommola;366;;;
Vilppola;366;;;
Ämmälä;366;;;
Knuuti;365;;;
Naakka;365;;;
Olenius;365;;;
Patronen;365;;;
Puonti;365;;;
Rostedt;365;;;
Strengell;365;;;
Himanka;364;;;
Kaisto;364;;;
Vasama;364;;;
Fabritius;363;;;
Jaara;363;;;
Salmijärvi;363;;;
Kotro;362;;;
Levonen;362;;;
Merivirta;362;;;
Nuora;362;;;
Riutta;362;;;
Rousu;362;;;
Uronen;362;;;
Pulkka;361;;;
Stenbäck;361;;;
Typpö;361;;;
Bärlund;360;;;
Lumijärvi;360;;;
Löf;360;;;
Outinen;360;;;
Pokkinen;360;;;
Pylkkönen;360;;;
Horttanainen;359;;;
Häikiö;359;;;
Maja;359;;;
Riikola;359;;;
From;358;;;
Hansen;358;;;
Kehusmaa;358;;;
Kovero;358;;;
Kyyhkynen;358;;;
Lemström;358;;;
Pirkkalainen;358;;;
Sillman;358;;;
Cederberg;357;;;
Grönvall;357;;;
Kamunen;357;;;
Kraft;357;;;
Nikkari;357;;;
Varjo;357;;;
Fellman;356;;;
Frilander;356;;;
Hattunen;356;;;
Junkkari;356;;;
Kangasluoma;356;;;
Liuska;355;;;
Purho;355;;;
Salokannel;355;;;
Sikiö;355;;;
Hast;354;;;
Laukkonen;354;;;
Vienonen;354;;;
Vääräniemi;354;;;
Aholainen;353;;;
Farah;353;;;
Kaija;353;;;
Kempas;353;;;
Pekkonen;353;;;
Södergård;353;;;
Tiirikainen;353;;;
Sipinen;352;;;
Kaukoranta;351;;;
Monto;351;;;
Mustaniemi;351;;;
Pihl;351;;;
Röntynen;351;;;
Kilpiö;350;;;
Lääperi;350;;;
Majamäki;350;;;
Rahikka;350;;;
Valjus;350;;;
Mickelsson;349;;;
Myllyaho;349;;;
Oksala;349;;;
Partala;349;;;
Pirttimaa;349;;;
Verronen;349;;;
Pihlainen;348;;;
Ahvonen;347;;;
Dahlgren;347;;;
Hartonen;347;;;
Hauhia;347;;;
Hietamies;347;;;
Ketolainen;347;;;
Laasanen;347;;;
Liikala;347;;;
Partti;347;;;
Saukkoriipi;347;;;
Tuomivaara;347;;;
Ylijoki;347;;;
Aittola;346;;;
Hanhisuanto;346;;;
Koskenkorva;346;;;
Molander;346;;;
Mälkiä;346;;;
Pantsar;346;;;
Perttilä;346;;;
Pienimäki;346;;;
Pulkki;346;;;
Hurmerinta;345;;;
Kähönen;345;;;
Kälkäjä;345;;;
Nummila;345;;;
Lähdemäki;344;;;
Paloheimo;344;;;
Ryyppö;344;;;
Vienola;344;;;
Alitalo;343;;;
Argillander;343;;;
Hahl;343;;;
Häkkänen;343;;;
Kasanen;343;;;
Rosti;343;;;
Sjöroos;343;;;
Toppila;343;;;
Hurtig;342;;;
Maksimainen;342;;;
Rekonen;342;;;
Tanska;342;;;
Ahtonen;341;;;
Jaako;341;;;
Jääskö;341;;;
Komppa;341;;;
Bäcklund;340;;;
Hopia;340;;;
Huurinainen;340;;;
Kunelius;340;;;
Wahlman;340;;;
Yletyinen;340;;;
Flinck;339;;;
Kaukola;339;;;
Kukkula;339;;;
Kuusniemi;339;;;
Lehkonen;339;;;
Mellin;339;;;
Säisä;339;;;
Tiilikka;339;;;
Tontti;339;;;
Ahlstedt;338;;;
Byman;338;;;
Nikki;338;;;
Pirttilä;338;;;
Rekilä;338;;;
Selkälä;338;;;
Tani;338;;;
Vesterlund;338;;;
Haapalahti;337;;;
Lallukka;337;;;
Leppäaho;337;;;
Niemi-Korpi;337;;;
Pukki;337;;;
Rakkolainen;337;;;
Syväjärvi;337;;;
Grön;336;;;
Kerminen;336;;;
Oranen;336;;;
Puoskari;336;;;
Suihko;336;;;
Einola;335;;;
Ellonen;335;;;
Isomaa;335;;;
Myllärinen;335;;;
Saariniemi;335;;;
Dahlman;334;;;
Himberg;334;;;
Karell;334;;;
Kemiläinen;334;;;
Koivukoski;334;;;
Tampio;334;;;
Elovaara;333;;;
Harri;333;;;
Käki;333;;;
Liljeqvist;333;;;
Manni;333;;;
Mättö;333;;;
Persson;333;;;
Sankala;333;;;
Tiikkaja;333;;;
Åhman;333;;;
Eklöf;332;;;
Kaarela;332;;;
Klemets;332;;;
Mäntymäki;332;;;
Pippuri;332;;;
Riihinen;332;;;
Rönnholm;332;;;
Ahmadi;331;;;
Arpiainen;331;;;
Fager;331;;;
Hakanpää;331;;;
Hauta-aho;331;;;
Hokka;331;;;
Paljakka;331;;;
Kuntsi;330;;;
Mauno;330;;;
Renvall;330;;;
Tomperi;330;;;
Vanne;330;;;
Wasenius;330;;;
Fröberg;329;;;
Kellokumpu;329;;;
Levola;329;;;
Niinistö;329;;;
Tupala;329;;;
Hakomäki;328;;;
Kultalahti;328;;;
Linnala;328;;;
Pihlström;328;;;
Riihijärvi;328;;;
Tabell;328;;;
Vahala;328;;;
Koutonen;327;;;
Merinen;327;;;
